word	Spam	Ham
sneham	0	1
ure	0	4
stereo	0	1
url	0	4
eachother	0	1
snickering	0	1
upset	0	3
sf	1	0
inde	0	1
heehee	0	1
pictures	0	5
crore	0	1
watchng	0	1
affair	0	2
emerging	0	1
anyway	0	30
miwa	0	1
parked	0	3
abdomen	0	1
sariyag	0	1
envy	0	1
based	0	1
hadn	0	1
winner	16	0
credited	1	3
brighten	0	1
employer	0	1
webpage	0	1
arabian	0	1
employee	0	1
girlie	0	1
infernal	0	4
achieve	0	1
gopalettan	0	1
tbs	1	0
mgs	1	0
pist	0	1
kiefer	1	0
buyer	0	1
borin	1	1
endless	0	1
gray	0	1
dps	1	0
shu	0	1
tobacco	0	1
shy	1	2
goldviking	1	0
sha	0	4
shb	0	1
shd	0	7
she	0	117
gran	0	1
dangerous	0	1
grab	0	1
prayers	0	1
footbl	0	1
noline	5	0
humans	0	1
computer	5	7
feelingood	0	1
prizeswith	1	0
desperate	0	2
frndship	0	4
politicians	0	1
luv	5	28
lux	2	0
joys	0	1
willpower	0	1
correctly	0	1
horrible	0	5
neither	0	2
lul	0	1
ken	1	0
spares	0	1
key	1	3
police	1	4
maga	0	3
smsco	2	0
hits	0	1
shitstorm	0	1
studyn	0	1
limits	0	1
career	1	3
admit	0	2
jersey	1	0
tuesday	0	7
maximize	7	0
orig	2	0
poem	0	2
yay	0	6
sara	1	0
yar	0	13
yam	0	1
yan	0	5
slowly	0	10
treat	0	16
poet	0	1
wtf	0	4
shoulders	0	1
senses	0	1
league	0	1
inr	0	2
mail	0	26
kicks	0	2
mths	15	1
textbuddy	2	0
mega	1	2
harder	0	1
secrets	0	1
gucci	0	1
tsandcs	2	0
owns	0	2
dontcha	1	0
rgent	1	0
wkg	0	3
hearted	0	1
bucks	0	7
wks	2	3
lambu	0	1
balloon	0	1
payasam	0	1
strange	0	2
party	0	15
pshew	0	1
http	21	0
forgotten	0	2
effect	0	2
sooner	0	4
bhaskar	0	1
frequently	0	1
spree	7	0
transaction	0	5
ashley	0	2
prakesh	0	1
i	54	2034
well	5	114
welp	0	3
drivby	0	1
corporation	0	1
cuck	0	1
ppmmobilesvary	1	0
esaplanade	0	1
dose	0	1
sources	0	1
rgds	1	1
mistakes	0	2
ondu	0	1
headin	0	2
keen	0	1
sptv	1	0
logged	0	1
txtauction	6	0
bullshit	0	1
yeesh	0	1
mycalls	0	1
accomodate	0	1
kick	3	5
lucyxx	0	1
fats	0	1
dudes	0	1
burden	0	1
mnths	2	0
waheed	0	2
immediately	5	5
crushes	0	1
prominent	0	1
loss	0	4
necessary	0	2
lost	2	11
ordinator	0	1
sized	0	1
payments	0	1
lose	1	11
dresser	0	3
page	1	6
lager	0	1
othrwise	0	1
library	0	8
petey	0	2
shes	0	1
home	2	163
liking	0	1
broad	0	2
rewarding	0	2
wendy	0	1
mumhas	0	1
reaching	0	8
fightng	0	3
remembrs	0	1
pt	2	0
freedom	0	2
pooja	0	1
mofo	0	1
vaazhthukkal	0	2
dub	0	1
equally	0	1
celebrations	0	1
goodfriend	0	2
previously	3	0
artists	1	0
networking	0	3
whom	0	4
dengra	0	1
inner	0	1
minnaminunginte	0	3
lvblefrnd	0	3
north	0	1
hr	0	8
hp	5	1
hv	1	5
hw	0	8
hu	0	1
hi	17	103
ho	0	7
hl	19	0
hm	0	2
hb	2	0
ear	0	2
hf	1	0
hg	11	0
he	0	171
converter	0	1
swt	0	8
pansy	0	1
cruel	0	1
converted	0	1
stories	1	0
woke	0	10
dhoni	0	2
piece	0	2
display	0	3
westonzoyland	0	1
reservations	0	1
penny	0	1
kisses	0	4
nookii	1	0
judgemental	0	1
education	0	1
tick	0	2
hppnss	0	2
ingredients	0	1
onwards	0	3
rajnikant	0	1
talkin	0	1
star	2	0
stay	3	20
ctla	0	1
friends	5	47
bcm	5	0
bck	0	2
bcz	0	1
ambrith	0	1
bcs	0	1
todays	17	4
msgs	9	9
nottingham	0	1
asian	1	0
captain	0	2
whose	1	1
buddy	0	1
swan	0	1
sweetest	0	3
seriously	0	9
presents	0	1
swat	1	0
swap	1	0
teaching	0	2
sorry	3	148
sway	0	1
chennai	0	14
kudi	0	2
neway	0	2
courageous	0	1
skills	1	0
upd	2	0
companies	1	0
convenience	0	1
heading	0	2
clothes	0	2
ente	0	1
youdoing	0	1
japanese	0	2
keluviri	0	1
crave	0	11
colourful	0	1
monster	0	1
even	6	55
neo	1	0
complexities	0	1
ned	0	2
eveb	0	2
asia	0	1
evey	0	1
new	68	65
net	15	7
poorly	0	1
ever	3	27
mee	0	1
med	3	1
meg	1	0
oru	0	4
mel	0	2
men	2	7
mei	0	2
meh	0	9
spageddies	0	1
met	1	11
gonnamissu	0	1
nanny	0	1
active	2	0
dry	0	4
cthen	0	1
jamz	1	0
ignoring	0	1
credit	9	5
offcampus	0	1
fantastic	7	3
slices	0	1
avent	0	3
moral	0	9
noice	0	1
counts	0	1
cough	0	1
arms	0	4
cali	0	2
edward	0	1
call	331	223
calm	0	2
type	0	16
tell	16	119
melnite	0	1
posting	0	1
oscar	0	1
underwear	0	2
warm	2	8
adult	4	1
biatch	0	1
ward	0	1
reltnship	0	1
room	0	33
rights	0	2
endof	0	1
onum	0	1
movies	0	8
defer	0	1
vodka	0	3
give	8	91
laughs	0	1
punj	0	1
involve	0	1
ranju	0	1
aging	0	1
amazing	3	2
answer	7	14
butting	0	1
updat	0	1
sonetimes	0	1
mobilesvary	2	0
replacing	0	1
loyalty	7	0
londn	0	1
thankyou	0	1
president	1	0
purchase	3	1
attempt	22	2
maintain	0	3
operate	0	1
fifa	1	0
helens	0	1
unfolds	0	1
deck	1	0
diddy	0	1
busetop	0	1
senthil	0	3
wun	0	7
before	5	57
scoring	2	0
personal	2	4
cres	0	1
better	1	41
weeks	9	6
chickened	0	1
shag	1	0
combination	0	1
byatch	0	1
weakness	0	1
unemployed	0	1
thandiyachu	0	1
afew	0	1
resizing	0	1
meat	0	1
arrested	0	5
lucy	1	0
keris	0	1
roast	0	3
hanumanji	0	1
went	0	53
bong	0	1
side	0	13
bone	0	2
mean	0	20
chillaxin	0	1
skint	0	1
skins	1	0
vava	0	3
taught	0	1
forgot	0	32
aids	0	1
extract	0	1
exmpel	0	2
crucial	0	1
snogs	0	2
content	13	1
bonus	21	0
manda	0	4
surprise	5	7
turning	0	2
linear	0	1
cutest	0	1
resume	0	2
fave	0	3
golddigger	1	0
logging	0	1
trebles	1	0
studdying	0	1
starts	4	5
messages	12	12
isv	0	1
scrounge	0	2
ish	0	12
isn	0	14
impede	0	1
messaged	0	2
loud	0	3
fuckin	0	3
cleaning	0	4
naughty	0	7
features	1	0
hook	0	5
jjc	0	1
chex	0	1
girls	5	11
zeros	0	1
tg	2	0
gym	0	12
digi	0	1
somewhat	0	1
helen	1	1
somone	0	1
begins	0	1
distance	0	3
keyword	1	0
exorcist	2	0
royal	0	2
exorcism	0	1
matter	0	5
shsex	1	0
silly	0	1
spoiled	0	2
opponenter	0	1
evaporated	0	1
inpersonation	0	1
guessin	0	1
mini	1	2
mina	0	1
sexychat	1	0
mind	2	39
mine	0	18
telly	0	2
seen	0	12
seem	1	3
mins	47	12
mint	0	1
tells	2	3
alibi	0	1
chest	0	2
ringtoneking	2	0
phoned	0	2
panties	0	1
regular	1	2
offdam	0	1
justfound	0	1
zealand	0	1
falconerf	0	1
don	8	140
dom	0	1
dob	1	0
mushy	0	1
medical	0	6
m	47	377
dog	0	7
breather	0	1
points	16	4
textcomp	3	0
scotch	0	2
dot	2	1
lyrics	0	1
ringtones	9	0
visitor	0	1
ending	8	1
linerental	5	0
probs	0	2
xxxmobilemovieclub	1	0
wtlp	1	0
weekends	5	3
sugar	0	4
folks	1	0
acnt	0	1
wearing	0	4
doubletxt	1	0
shhhhh	0	1
stop	104	36
tiime	0	1
coast	0	2
bat	0	3
bar	0	2
everyboy	0	1
bay	0	4
depressed	0	2
bad	1	31
bac	0	1
bao	0	1
bam	0	1
bak	0	8
ears	0	1
puzzeles	0	1
reference	4	4
witout	0	1
testing	0	2
pocay	0	1
decided	0	16
subject	1	0
pete	1	10
said	0	80
sorta	0	1
sankranti	0	1
shaved	0	1
continent	0	1
smacks	0	1
future	4	3
olympics	1	0
sorts	0	1
tolerance	0	1
lazy	0	9
omg	0	8
vitamin	0	1
omw	0	7
rimac	0	1
cousin	0	2
picking	0	12
textpod	2	0
aunties	0	1
finishd	0	1
against	0	9
fne	0	1
mobcudb	1	0
pmmorefrommobile	1	0
uni	0	5
stoptxt	6	0
height	0	4
springs	0	1
recognises	0	1
asks	0	5
three	0	4
tiny	0	1
varma	0	1
askd	0	12
interest	0	2
oooooh	0	1
entered	6	5
lovely	0	15
riley	0	1
threw	0	2
website	1	5
undrstndng	0	1
sunshine	8	1
sooooo	0	2
mca	0	2
argument	0	5
jetton	0	1
personally	0	1
regretted	0	1
mcr	0	1
scotsman	2	0
vikky	0	7
tank	0	2
slp	0	2
spontaneously	0	1
quiz	15	0
near	0	9
slo	1	0
suppose	0	2
aeroplane	0	2
balance	9	4
leaves	0	10
seven	0	3
iz	0	4
iq	0	4
ip	8	1
is	142	610
nutter	0	1
it	29	585
shame	0	4
cant	4	60
im	7	71
il	0	10
in	72	741
motivating	0	1
ic	0	3
ie	0	1
id	3	20
ig	1	0
if	30	320
grown	0	1
radiator	0	1
katexxx	0	1
make	13	86
whilltake	0	1
belly	0	5
entitled	8	0
ternal	0	1
meets	0	2
ello	0	1
kip	0	1
overa	0	1
kit	1	0
bloomberg	2	0
jealous	0	3
opportunity	0	5
thoughts	0	2
kid	0	2
programs	0	1
unconditionally	0	1
youre	0	2
smokes	0	4
punishment	0	1
resuming	0	1
claims	2	0
smoked	0	1
yours	15	8
left	1	31
yeh	0	3
just	79	286
sentence	0	3
facts	0	1
yep	0	11
yes	21	82
yer	4	0
yet	2	47
buyers	0	1
franxx	0	1
character	0	6
jules	0	1
save	3	7
adress	0	1
opt	17	0
tmrw	0	2
discreet	2	0
dreamz	0	1
govt	0	4
dreams	0	18
dignity	0	3
franyxxxxx	0	1
manual	0	1
www	98	2
deal	0	9
dead	0	9
lavender	0	1
paragraphs	0	1
dear	16	98
daytime	1	0
arguing	0	1
shakespeare	0	1
dice	0	1
hhahhaahahah	0	1
bold	0	8
subscriptions	1	0
burn	0	1
super	3	3
asjesus	1	0
oreo	0	2
yelling	0	2
meow	0	1
valentines	2	7
essential	0	4
magazine	0	1
afternoon	0	28
islands	2	1
xxsp	1	0
indians	0	3
whats	1	16
subs	5	1
down	1	54
lies	0	2
cardiff	0	3
tirunelvali	0	2
imin	0	1
fraction	1	0
starve	0	1
form	0	2
landing	0	1
garments	0	1
surrender	0	1
bluetoothhdset	1	0
shuhui	0	7
parkin	0	1
attached	0	2
lips	0	1
plumbers	0	1
daddy	0	8
temper	0	1
delete	0	2
belovd	0	4
pimples	0	2
classic	1	0
toss	0	1
shivratri	0	1
covers	0	2
drive	0	18
floating	0	1
shit	1	35
holla	0	7
marking	0	1
aunts	0	2
smidgin	0	1
zhong	0	1
alerts	1	0
generally	0	3
handed	0	3
digital	8	1
hangin	0	1
molested	0	1
uawake	0	1
felt	0	13
bennys	0	1
diet	0	3
tirunelvai	0	1
journey	0	4
oncall	1	0
weekend	8	24
died	1	5
babysitting	0	1
billion	0	2
happening	0	7
apology	0	1
potato	0	2
assume	0	4
toppoly	1	0
daily	4	2
jacket	0	2
grownup	0	1
teeth	0	4
managed	0	2
phews	0	1
themed	0	1
skip	1	2
eldest	0	1
themes	0	1
doinat	0	1
mila	2	0
lifeis	0	1
kothi	0	2
milk	0	4
fixedline	2	0
yummy	0	3
fancies	3	0
father	0	9
answered	0	2
finally	1	14
swoop	0	2
fancied	0	1
me	28	663
apeshit	0	1
nething	0	1
tacos	0	2
worc	0	1
uneventful	0	1
ma	0	5
unni	0	1
din	0	8
speciale	1	0
did	2	117
die	0	13
jhl	4	0
iter	0	1
signin	0	1
msgrcvd	2	0
dip	0	1
round	1	7
dis	2	25
starwars	3	0
talked	0	1
thangam	0	4
dealing	0	2
poboxox	1	0
run	0	23
afghanistan	0	1
adds	0	1
spys	0	1
favour	0	4
ummma	0	1
lennon	0	1
drunkard	0	1
filled	0	2
chrgd	1	0
install	1	0
bloke	1	2
accordin	0	1
pushbutton	1	0
henry	1	0
french	0	1
natalja	2	0
wait	2	63
box	60	5
boy	0	22
bot	0	1
goodevening	0	1
merememberin	0	1
suggestion	0	1
boo	0	6
bob	1	0
minecraft	0	1
massage	0	1
hypotheticalhuagauahahuagahyuhagga	0	1
adjustable	0	1
useful	0	2
taunton	0	4
activ	1	0
merely	0	1
hotels	2	0
sympathetic	0	1
spiffing	0	1
ayn	0	2
perf	0	1
sake	0	2
dude	0	22
tears	0	2
dysentry	0	1
ahhh	0	1
black	1	7
thru	0	8
sharing	0	2
ooh	0	1
fly	0	2
avoiding	0	2
quoting	5	0
soul	0	2
wallet	0	1
growing	2	0
making	0	23
arrive	6	1
bites	0	1
claim	108	0
crazy	4	10
predict	0	1
fuck	0	27
agent	1	0
mokka	0	2
confuses	0	2
pink	1	2
rays	0	5
parco	0	2
nyt	4	12
till	3	18
sunday	0	11
pure	0	1
nyc	0	4
nighters	0	1
map	0	3
staying	0	9
mat	1	0
may	7	43
max	11	1
jstfrnd	0	3
tyler	0	6
membership	2	2
mad	1	5
mag	0	2
nuerologist	0	1
mah	0	12
guys	6	31
grow	0	2
man	2	44
noun	0	2
neck	0	2
maybe	2	29
exterminator	0	1
blastin	0	1
switch	1	2
deposit	0	1
african	0	1
basket	0	1
tall	0	1
talk	5	40
nearly	1	3
cute	1	7
shoes	0	2
transcribing	0	1
northampton	0	2
wishing	0	10
stability	0	1
lst	0	2
shake	0	1
immed	0	1
irene	0	1
group	0	6
thank	1	28
interesting	0	5
maid	0	7
thanx	0	32
ours	0	1
main	0	2
bedbut	0	1
texas	0	1
emailed	0	1
finance	0	2
notixiquating	0	1
bein	0	3
tonexs	1	0
sarcastic	0	2
lunch	0	39
srsly	0	1
killed	0	2
latests	1	0
beach	0	1
careless	0	1
rock	1	8
guoyang	0	1
ahmad	0	6
girl	4	25
canada	0	2
living	1	4
jackson	0	1
stitch	0	1
pocy	0	1
stupid	0	13
ymca	1	0
correct	4	8
lag	0	2
goto	6	2
hotmix	1	0
gota	0	1
ors	0	1
inever	0	1
california	0	3
orh	0	1
org	1	0
amigos	0	1
ore	0	1
orc	0	1
advance	0	7
watts	0	1
language	0	2
drizzling	0	1
firsg	0	1
contented	0	1
thing	1	62
funky	1	1
txttowin	2	0
thinl	0	1
yest	0	6
think	4	125
waited	0	2
first	8	54
cheese	0	2
question	7	15
swalpa	0	1
long	0	42
overheating	0	1
carry	0	3
sounds	1	16
cheesy	0	1
little	3	26
moseley	0	1
meaningful	0	1
slept	0	8
anyone	1	16
speaking	0	2
eyes	0	9
shifad	0	1
massages	0	1
eyed	1	0
mylife	0	1
butt	0	3
xxuk	1	0
gotto	1	0
gotta	0	12
subscrition	1	0
were	4	53
stockport	6	0
lick	0	3
wknd	0	1
ffectionate	0	1
occupied	0	1
thatmum	0	1
castor	0	2
efficient	0	1
answering	0	4
upgrading	1	0
potential	1	2
performance	0	1
collapsed	0	1
channel	2	1
ultimate	1	0
kaila	0	1
pain	0	27
theatre	0	6
normal	2	8
track	0	6
paid	1	5
beta	0	1
sheets	0	3
samus	0	1
beth	0	1
especially	0	9
kallis	0	7
fills	0	4
shop	7	15
shot	1	2
show	4	21
takin	0	4
boundaries	0	1
feng	0	1
zed	6	0
dick	1	2
behind	0	5
dull	0	1
dict	0	1
raglan	0	1
holby	0	1
unfortuntly	0	1
ger	0	1
gep	0	1
get	85	288
expects	0	1
washob	0	1
unconsciously	0	1
gee	0	7
gek	0	1
gei	0	1
secondary	0	1
kalstiya	0	1
morning	0	76
cstore	0	1
miles	0	4
finishing	0	3
worrying	0	1
silently	0	2
lyfu	0	1
honesty	0	1
yaxx	0	1
seat	0	2
wonder	0	11
achan	0	1
sleepin	0	2
gage	1	0
enough	2	27
diamonds	0	2
reading	0	13
across	0	10
jx	1	0
august	2	1
parent	0	1
deliveredtomorrow	3	0
jp	0	1
killing	0	2
tui	0	1
jo	0	1
tul	0	1
ji	0	1
jd	0	2
je	0	1
chachi	0	1
js	0	1
ja	0	3
jb	0	1
dates	2	2
fried	0	1
rugby	0	1
dedicate	0	2
hanuman	0	1
tour	3	3
disappointment	0	1
footie	0	1
among	2	1
cancer	0	6
possessive	0	1
kegger	0	2
antha	0	1
cancel	5	3
matra	0	1
prasad	0	1
nose	0	1
considering	0	4
sensible	0	1
arts	0	2
arty	0	1
barry	1	0
mark	0	8
dependable	0	1
champneys	1	0
ldew	9	0
mary	0	1
shopping	8	23
offered	0	1
dramatic	0	1
wake	0	26
bmw	0	3
overdose	0	1
hardcore	2	1
those	0	28
sound	1	11
kappa	0	2
disconnected	0	1
worzels	0	1
profiles	0	1
yijue	0	7
coca	1	0
cancelled	0	2
hmmmm	0	1
cock	1	2
abta	3	0
bathe	0	10
eventually	0	1
endowed	0	1
coffee	0	9
sleeping	0	20
strain	0	1
sudden	0	1
loosing	0	1
litres	0	1
everyday	0	2
qlynnbv	1	0
pap	0	2
bags	0	3
different	0	10
doctor	0	9
pax	0	1
pay	1	27
woodland	0	1
same	1	47
urself	0	9
pai	0	1
struggling	0	1
pan	0	1
exhaust	0	2
oil	0	2
prometazine	0	1
cncl	1	0
oic	0	3
companion	0	1
running	1	4
lemon	0	1
totally	1	4
ltdhelpdesk	1	0
band	1	0
lautech	0	1
panalam	0	1
kaaj	0	1
solve	0	4
rayman	1	0
forgt	0	1
money	3	53
resolution	0	1
payback	0	1
dehydration	0	1
wifes	0	1
shldxxxx	0	1
asthma	0	1
ivatte	0	1
nap	0	3
pile	0	1
cnupdates	1	0
careers	2	0
nuther	0	1
docks	0	1
vivek	0	2
deepak	0	2
tensed	0	1
karnan	0	1
mon	0	9
mom	0	15
mob	25	0
swatch	0	2
blankets	0	1
rajitha	0	1
nosy	0	1
server	0	1
laughing	0	4
nosh	0	1
served	0	1
passionate	0	4
fulfil	0	1
hittng	0	1
doll	0	1
naal	0	1
moving	0	2
wamma	1	0
mapquest	0	1
images	0	1
snoring	0	1
outs	0	1
lotta	0	2
confirm	1	11
lotto	0	1
fluids	0	1
taxless	0	1
doggy	0	3
outl	0	1
cramps	0	3
seconds	0	3
olol	0	1
unusual	0	1
nnfwfly	1	0
broken	0	2
newscaster	0	1
giggle	0	1
tease	0	3
smear	0	1
violence	0	3
practical	0	2
pockets	0	1
toothpaste	0	1
victors	0	1
road	0	7
checkup	0	1
lands	15	1
blessed	0	2
references	0	1
strip	1	0
uptown	1	0
fated	0	1
lionm	2	0
styling	0	1
lions	3	0
lionp	2	0
yupz	0	1
mornings	0	1
friendsare	0	1
hurricanes	0	1
athome	0	1
kotees	0	1
spice	0	1
romantic	1	4
janarige	0	1
stoptx	1	0
affection	0	4
videos	1	0
deer	0	1
deep	0	10
fellow	0	1
imagination	0	1
gumby	0	1
file	0	4
lifetime	2	1
film	2	8
fill	0	4
again	3	63
repent	0	1
narcotics	0	1
field	0	2
students	0	4
ansr	4	0
swhrt	0	1
brandy	0	2
important	11	15
senrd	0	1
tackle	0	1
u	141	709
nitz	0	1
alright	0	24
deluxe	1	0
oral	0	1
mobilesdirect	3	0
forget	2	14
rencontre	0	1
hooked	0	1
dollar	0	2
worms	0	1
vill	0	1
cooperative	0	1
talks	0	2
liao	0	37
children	3	6
interflora	1	0
emily	0	1
shattered	0	1
wherre	0	1
nytho	0	1
imma	0	6
sashimi	0	1
sehwag	0	1
enjoying	0	1
raviyog	0	1
aaniye	0	1
mornin	0	2
premium	2	0
corect	0	1
sitting	0	9
fals	0	1
upgrdcentre	1	0
pract	0	1
ourbacks	0	1
fall	1	5
difference	0	2
ramen	0	1
reminding	0	2
independence	0	1
dancce	0	1
mwahs	0	1
jokin	0	2
ritten	0	1
burger	1	1
titles	3	0
perspective	0	1
further	3	1
csbcm	3	0
returned	0	3
dial	1	1
opted	0	1
abi	0	4
abj	0	2
stool	0	1
hdd	0	1
abt	0	24
ninish	0	1
public	0	4
tattoos	1	0
outgoing	1	0
urgnt	0	5
malaria	0	3
watevr	0	1
vale	0	2
coco	0	1
disastrous	0	1
dabbles	0	1
fantasies	6	0
search	2	15
fwd	2	0
margin	1	0
nmde	0	1
airport	1	4
prasanth	0	1
lasagna	0	1
buses	0	2
africa	0	1
aptitude	0	1
establish	0	1
eye	2	1
destination	0	1
texting	1	5
two	1	32
splash	0	1
regalportfolio	1	0
diamond	0	1
nver	0	1
purse	0	2
brisk	0	1
stable	0	1
takecare	0	1
playng	0	1
particular	0	1
youuuuu	0	1
karaoke	1	2
drpd	0	2
town	3	26
dey	0	7
none	0	5
reppurcussions	0	1
hour	0	30
middle	0	3
der	0	1
maniac	1	0
sucks	0	7
remain	0	4
del	9	1
dem	0	4
den	0	28
dec	0	1
scorable	0	1
def	0	4
stubborn	0	1
compare	2	0
atlast	0	2
tuth	0	1
dialling	1	0
prods	1	0
share	0	7
minimum	0	2
numbers	9	4
robinson	0	1
needs	1	12
csh	2	0
awkward	0	1
needy	0	1
comfort	0	2
csc	1	0
needa	0	1
maps	0	1
winawk	4	0
thout	0	1
cst	1	0
advice	0	5
blood	0	8
coming	0	50
freefone	4	0
response	1	2
bleak	0	1
orchard	0	11
frontierville	0	1
coat	0	1
bbdeluxe	1	0
secs	2	0
responsibility	0	2
pleasure	0	7
playing	0	5
imprtant	0	1
mobileupd	16	0
rounder	0	1
through	0	12
suffer	0	1
messed	0	1
thnq	1	0
latr	0	5
thnx	0	1
late	1	56
thnk	0	7
upping	0	1
arguments	0	1
hurting	0	2
good	11	222
seeking	0	1
ralphs	0	1
claypot	0	1
walls	0	2
complain	0	1
mystery	1	1
easily	0	2
ashes	0	1
token	0	1
positions	0	1
repeating	0	1
everyone	2	15
mental	0	2
hari	0	1
house	1	40
fish	0	3
hard	3	13
idea	0	8
tihs	0	2
connect	2	2
surly	0	1
idew	2	0
insurance	0	3
wherevr	0	1
lovers	0	2
fullonsms	0	6
childish	0	6
singapore	0	1
acting	0	2
avenge	0	1
print	0	2
werebored	0	1
pehle	0	1
evaluation	0	1
ishtamayoo	0	1
motherfucker	0	1
pleasant	0	1
senor	0	1
members	3	0
wrld	0	1
benefits	1	1
computers	0	1
wither	1	0
dont	12	127
olowoyey	0	1
valentine	1	6
done	4	45
gsex	1	0
caveboy	0	1
clubzed	1	0
beendropping	0	1
divorce	1	1
least	0	15
petexxx	0	1
statement	16	1
thenampet	0	1
needle	0	1
park	1	12
paru	0	1
part	10	20
doctors	0	1
believe	2	18
b	25	77
mahal	0	2
gotten	0	2
supposed	0	11
riddance	0	1
treated	0	2
declare	0	1
geoenvironmental	0	1
outta	0	4
ages	1	4
bailiff	1	0
showers	0	1
ennal	0	1
paths	0	1
built	0	1
dancing	0	2
couch	0	1
build	0	2
waitin	0	4
bottle	0	2
serena	0	1
eggs	0	3
flute	0	1
salmon	0	1
chart	2	0
most	2	24
theplace	0	1
significant	0	1
services	17	1
kb	0	6
kg	0	2
telediscount	1	0
ke	0	2
ki	0	1
ko	0	1
kl	2	0
kr	0	2
organise	0	1
kz	0	2
joining	0	2
particularly	0	1
hugging	0	1
fink	1	0
relation	0	4
finn	0	1
carefully	0	4
fuckinnice	0	1
fine	0	50
find	33	50
cell	0	7
jsco	1	0
nervous	0	2
ruin	0	2
unhappy	0	1
fiend	0	1
cysts	0	1
permission	0	1
express	0	3
cheaper	2	3
courage	0	2
donyt	0	1
fuelled	0	1
blogging	0	1
luks	0	1
haventcn	0	1
remove	4	7
common	0	5
watever	0	2
doubles	1	0
devils	1	0
lion	0	2
individual	0	2
repairs	0	1
desires	0	2
expert	0	1
visiting	0	1
please	55	76
fans	1	0
toledo	0	1
donate	1	0
transfered	0	3
essay	0	1
complementary	1	0
becoz	0	4
mailbox	2	0
pissed	0	5
reverse	0	2
restaurant	0	2
foreign	0	3
checkboxes	0	1
alot	0	1
custcare	10	0
cakes	0	1
elaborating	0	1
point	0	13
simple	1	10
recycling	0	1
eviction	0	1
simply	3	3
dobby	0	2
expensive	0	5
frndsship	0	1
raise	0	4
meetins	1	0
autocorrect	0	1
creativity	0	1
secret	10	5
ahhhh	0	1
reformat	0	1
meeting	0	43
manege	0	1
anythin	0	3
gay	6	2
neglet	0	1
gas	0	13
gap	0	5
gam	0	1
gal	0	6
understand	0	13
prices	0	1
chatter	1	0
unnecessarily	0	2
mtalk	2	0
hearin	0	1
smsing	0	1
bilo	0	1
bill	3	6
elections	0	1
shijas	0	3
fun	9	22
ful	0	3
lingo	0	1
wondar	0	1
century	0	1
themob	5	0
honeybee	0	3
strips	0	1
wizzle	0	1
keys	0	3
yesterday	3	21
moment	0	10
purpose	4	0
timin	0	1
aluable	0	1
hows	0	16
howu	0	1
howz	0	6
bhayandar	0	1
spent	0	8
morrow	0	4
withdraw	0	1
swiss	0	1
entry	23	0
spend	0	10
firmware	0	1
from	126	148
ldn	10	0
onlyfound	0	1
alternative	0	1
cut	0	11
cup	5	5
namous	0	1
cuz	0	7
shouting	0	1
cud	0	5
snap	1	0
cum	5	9
easter	1	1
excited	0	1
hates	0	1
prizeawaiting	1	0
bin	1	4
wil	0	19
big	2	34
bid	3	0
matters	0	1
biz	7	0
bit	0	45
knock	1	0
semi	0	1
follows	1	0
weaseling	0	1
christmassy	0	1
google	0	5
often	0	4
lastest	1	0
absolutely	0	1
back	22	125
mirror	0	1
somewhr	0	1
lifpartnr	0	3
buttheres	0	1
contacts	0	2
decision	0	4
tsunami	1	0
per	45	13
pes	0	1
lara	0	1
phne	0	3
pei	0	1
lark	0	1
pee	0	2
either	10	12
remembered	0	3
costumes	0	1
stomps	0	2
usc	0	3
usb	0	2
goods	0	1
morro	1	1
drama	0	1
korte	0	1
petticoatdreams	1	0
tenants	4	0
misplaced	0	1
diwali	0	2
lesson	0	17
forward	0	7
bored	4	19
hopeso	0	1
boyf	0	1
invite	0	3
pounded	0	1
boye	0	3
trainners	0	1
hoped	0	2
boys	2	3
hopes	0	1
hopeu	0	1
groovy	0	1
planet	0	2
possession	0	3
constant	0	2
naseeb	0	1
lyf	0	1
randomlly	0	1
dentists	0	1
cafe	0	6
denying	0	1
aiyo	0	6
lyk	0	2
nigro	0	1
excused	0	1
humanities	0	1
adoring	0	2
excuses	0	2
mwen	0	1
evrydy	0	2
favourite	0	3
papa	0	1
prepared	0	2
charming	0	1
desert	0	2
amused	0	2
cooked	0	2
dileep	0	1
uterus	0	1
freeentry	1	0
jason	0	3
shoranur	0	1
rebtel	0	1
ofice	0	1
chaps	1	0
helps	0	1
gravel	1	0
talkbut	0	1
random	0	6
xxxxxxxx	0	1
dessert	0	1
putting	0	6
arrange	2	4
entire	0	1
recreation	0	1
respectful	0	2
shock	1	1
havent	0	24
madurai	0	1
carly	0	1
grooved	0	1
hannaford	0	1
uncomfortable	0	1
depression	0	1
edison	0	2
giving	1	7
access	5	2
wildest	1	0
walkabout	0	1
exercise	0	1
body	0	6
apologetic	0	1
packing	0	1
sink	0	1
others	0	9
sing	1	3
akon	1	0
irritating	0	3
extreme	1	0
talent	0	3
ceri	0	1
stagwood	0	1
ogunrinde	0	1
txtstar	1	0
cocksuckers	0	1
named	0	2
wrkin	0	1
private	18	1
names	2	1
txtstop	2	0
nigpun	0	1
closingdate	1	0
cha	1	2
chg	1	0
chk	0	1
resubbing	0	1
intha	0	1
canname	1	0
yelow	0	1
untamed	2	0
aboutas	0	1
kiosk	1	0
train	0	9
prizes	3	0
arranging	0	1
rightio	0	1
billed	3	0
subscription	6	0
latelyxxx	0	1
britney	2	0
f	10	3
island	0	2
didnt	0	30
fetch	0	5
fringe	0	2
reserved	0	1
